LECROYWR104MXi,22915,Waveform
Segments,1,SegmentSize,2002
Segment,TrigTime,TimeSinceSegment1
#1,15-Mar-2016 07:34:15,0                 
Time,Ampl
-2.16479e-008,-0.00338931
-2.15479e-008,-0.0129889
-2.14479e-008,-0.0129889
-2.13479e-008,-0.00978906
-2.12479e-008,-0.00658919
-2.11479e-008,-0.00978906
-2.10479e-008,-0.00978906
-2.09479e-008,-0.00978906
-2.08479e-008,-0.00978906
-2.07479e-008,-0.00978906
-2.06479e-008,-0.00658919
-2.05479e-008,-0.00338931
-2.04479e-008,-0.000189433
-2.03479e-008,-0.00658919
-2.02479e-008,-0.00658919
-2.01479e-008,-0.000189433
-2.00479e-008,-0.000189433
-1.99479e-008,-0.00658919
-1.98479e-008,-0.0161888
-1.97479e-008,-0.0193887
-1.96479e-008,-0.0161888
-1.95479e-008,-0.0161888
-1.94479e-008,-0.00338931
-1.93479e-008,0.00301044
-1.92479e-008,0.00301044
-1.91479e-008,0.00301044
-1.90479e-008,-0.000189433
-1.89479e-008,-0.000189433
-1.88479e-008,0.00301044
-1.87479e-008,0.0094102
-1.86479e-008,0.00301044
-1.85479e-008,-0.000189433
-1.84479e-008,-0.00338931
-1.83479e-008,0.00621032
-1.82479e-008,-0.000189433
-1.81479e-008,-0.000189433
-1.80479e-008,-0.00658919
-1.79479e-008,-0.0129889
-1.78479e-008,-0.00978906
-1.77479e-008,-0.00338931
-1.76479e-008,-0.000189433
-1.75479e-008,-0.000189433
-1.74479e-008,0.00301044
-1.73479e-008,-0.00338931
-1.72479e-008,-0.00338931
-1.71479e-008,-0.00658919
-1.70479e-008,0.00301044
-1.69479e-008,-0.00338931
-1.68479e-008,-0.00338931
-1.67479e-008,-0.00978906
-1.66479e-008,-0.00658919
-1.65479e-008,-0.00658919
-1.64479e-008,-0.000189433
-1.63479e-008,-0.000189433
-1.62479e-008,-0.00338931
-1.61479e-008,-0.00658919
-1.60479e-008,-0.00338931
-1.59479e-008,-0.00338931
-1.58479e-008,-0.00338931
-1.57479e-008,-0.000189433
-1.56479e-008,0.00301044
-1.55479e-008,-0.00338931
-1.54479e-008,-0.000189433
-1.53479e-008,-0.00978906
-1.52479e-008,-0.00338931
-1.51479e-008,-0.000189433
-1.50479e-008,-0.000189433
-1.49479e-008,-0.00658919
-1.48479e-008,-0.00338931
-1.47479e-008,-0.000189433
-1.46479e-008,-0.000189433
-1.45479e-008,-0.00658919
-1.44479e-008,-0.00338931
-1.43479e-008,-0.00978906
-1.42479e-008,-0.0161888
-1.41479e-008,-0.0193887
-1.40479e-008,-0.0129889
-1.39479e-008,-0.00978906
-1.38479e-008,-0.00658919
-1.37479e-008,-0.00978906
-1.36479e-008,-0.00978906
-1.35479e-008,-0.00658919
-1.34479e-008,-0.000189433
-1.33479e-008,-0.000189433
-1.32479e-008,0.00621032
-1.31479e-008,0.00621032
-1.30479e-008,0.00301044
-1.29479e-008,0.00301044
-1.28479e-008,-0.000189433
-1.27479e-008,-0.00338931
-1.26479e-008,-0.000189433
-1.25479e-008,-0.000189433
-1.24479e-008,-0.00338931
-1.23479e-008,-0.00658919
-1.22479e-008,-0.000189433
-1.21479e-008,-0.00338931
-1.20479e-008,-0.000189433
-1.19479e-008,0.00301044
-1.18479e-008,-0.00338931
-1.17479e-008,-0.00338931
-1.16479e-008,0.00301044
-1.15479e-008,-0.00978906
-1.14479e-008,-0.00978906
-1.13479e-008,-0.0129889
-1.12479e-008,-0.0129889
-1.11479e-008,-0.0129889
-1.10479e-008,-0.00658919
-1.09479e-008,-0.00978906
-1.08479e-008,-0.00978906
-1.07479e-008,-0.00658919
-1.06479e-008,-0.00338931
-1.05479e-008,-0.00658919
-1.04479e-008,-0.00658919
-1.03479e-008,-0.00658919
-1.02479e-008,-0.00978906
-1.01479e-008,-0.0129889
-1.00479e-008,-0.00658919
-9.947899e-009,-0.00338931
-9.847899e-009,-0.000189433
-9.747899e-009,-0.00338931
-9.647899e-009,-0.000189433
-9.547899e-009,-0.000189433
-9.447899e-009,0.00621032
-9.347899e-009,0.00301044
-9.247899e-009,-0.000189433
-9.147899e-009,0.00301044
-9.047899e-009,0.00301044
-8.947899e-009,-0.00338931
-8.847899e-009,-0.00658919
-8.747899e-009,-0.00658919
-8.647899e-009,-0.00338931
-8.547899e-009,-0.00658919
-8.447899e-009,-0.00338931
-8.347899e-009,-0.00338931
-8.247899e-009,-0.000189433
-8.147899e-009,-0.00338931
-8.047899e-009,-0.00338931
-7.947899e-009,-0.00658919
-7.847899e-009,-0.00978906
-7.747899e-009,-0.0161888
-7.647899e-009,-0.0129889
-7.547899e-009,-0.00658919
-7.447899e-009,-0.00338931
-7.347899e-009,-0.00658919
-7.247899e-009,-0.00338931
-7.147899e-009,0.00621032
-7.047899e-009,-0.000189433
-6.947899e-009,-0.00658919
-6.847899e-009,-0.000189433
-6.747899e-009,-0.00338931
-6.647899e-009,0.00621032
-6.547899e-009,0.0094102
-6.447899e-009,0.00621032
-6.347899e-009,0.00301044
-6.247899e-009,-0.00338931
-6.147899e-009,-0.00338931
-6.047899e-009,-0.000189433
-5.947899e-009,-0.00658919
-5.847899e-009,-0.00338931
-5.747899e-009,-0.00658919
-5.647899e-009,-0.00338931
-5.547899e-009,-0.00338931
-5.447899e-009,-0.00338931
